state1,state2,set,statepair,step,from,to,grp_h,grp_s_1,grp_s_2,grp_s_3,dim_1,dim_2,dim_3
sad,assertive,1,sad_assertive,2,3.0,2.0,0.0,0.5619999766349792,0.30799999833106995,0.12999999523162842,0.0792221873998642,0.07728952169418335,0.843488335609436
sad,unrestrained,1,sad_unrestrained,2,3.0,3.0,0.0,0.4779999852180481,0.4560000002384186,0.06599999964237213,0.08537936955690384,0.0784417986869812,0.8361788392066956
unrestrained,confident,1,unrestrained_confident,2,4.0,0.0,1.0,0.2939999997615814,0.5519999861717224,0.15399999916553497,0.08191540837287903,0.0866871178150177,0.831397533416748
unrestrained,grouchy,1,unrestrained_grouchy,2,4.0,1.0,0.0,0.47999998927116394,0.43799999356269836,0.0820000022649765,0.08734516054391861,0.08127997815608978,0.8313748240470886
unrestrained,sad,1,unrestrained_sad,2,4.0,2.0,0.0,0.6000000238418579,0.32600000500679016,0.07400000095367432,0.08605708926916122,0.07737360149621964,0.8365692496299744
unrestrained,assertive,1,unrestrained_assertive,2,4.0,3.0,1.0,0.35199999809265137,0.5059999823570251,0.1420000046491623,0.08486484736204147,0.08570193499326706,0.8294332027435303
unrestrained,unrestrained,1,unrestrained_unrestrained,2,,,,,,,,,
bold,nervous,2,bold_nervous,2,5.0,0.0,0.0,0.4880000054836273,0.421999990940094,0.09000000357627869,0.08706025779247284,0.08141981065273285,0.8315199017524719
bold,irritable,2,bold_irritable,2,5.0,1.0,0.0,0.5740000009536743,0.32600000500679016,0.10000000149011612,0.053418613970279694,0.44741299748420715,0.499168336391449
bold,lively,2,bold_lively,2,5.0,2.0,0.0,0.4320000112056732,0.2680000066757202,0.30000001192092896,0.43230193853378296,0.05441651493310928,0.5132815837860107
bold,bold,2,bold_bold,2,,,,,,,,,
bold,talkative,2,bold_talkative,2,5.0,3.0,2.0,0.3959999978542328,0.13600000739097595,0.46799999475479126,0.4318069815635681,0.055176157504320145,0.5130168795585632
irritable,nervous,2,irritable_nervous,2,6.0,0.0,0.0,0.5019999742507935,0.38199999928474426,0.11599999666213989,0.08626579493284225,0.08296699821949005,0.8307672142982483
irritable,irritable,2,irritable_irritable,2,,,,,,,,,
irritable,lively,2,irritable_lively,2,6.0,1.0,0.0,0.6259999871253967,0.2800000011920929,0.09399999678134918,0.052898380905389786,0.44646748900413513,0.5006341338157654
irritable,bold,2,irritable_bold,2,6.0,2.0,0.0,0.5180000066757202,0.4000000059604645,0.0820000022649765,0.08585388958454132,0.08216633647680283,0.8319798111915588
irritable,talkative,2,irritable_talkative,2,6.0,3.0,0.0,0.5400000214576721,0.3619999885559082,0.09799999743700027,0.08645754307508469,0.08401239663362503,0.8295300602912903
lively,nervous,2,lively_nervous,2,7.0,0.0,0.0,0.46799999475479126,0.4359999895095825,0.09600000083446503,0.08618810772895813,0.07711794227361679,0.8366939425468445
lively,irritable,2,lively_irritable,2,7.0,1.0,0.0,0.5080000162124634,0.4059999883174896,0.0860000029206276,0.05487917363643646,0.4347608983516693,0.5103599429130554
lively,lively,2,lively_lively,2,,,,,,,,,
lively,bold,2,lively_bold,2,7.0,2.0,0.0,0.3880000114440918,0.3179999887943268,0.2939999997615814,0.4316699504852295,0.05552011728286743,0.5128099322319031
lively,talkative,2,lively_talkative,2,7.0,3.0,0.0,0.5400000214576721,0.08399999886751175,0.37599998712539673,0.7835767269134521,0.09974081069231033,0.11668244749307632
nervous,nervous,2,nervous_nervous,2,,,,,,,,,
nervous,irritable,2,nervous_irritable,2,8.0,0.0,1.0,0.3499999940395355,0.5699999928474426,0.07999999821186066,0.086760513484478,0.08606211096048355,0.8271774053573608
nervous,lively,2,nervous_lively,2,8.0,1.0,0.0,0.5019999742507935,0.4059999883174896,0.09200000017881393,0.08474563807249069,0.07907446473836899,0.8361799120903015
nervous,bold,2,nervous_bold,2,8.0,2.0,0.0,0.5960000157356262,0.32600000500679016,0.07800000160932541,0.052018050104379654,0.4458371102809906,0.5021448135375977
nervous,talkative,2,nervous_talkative,2,8.0,3.0,1.0,0.4339999854564667,0.4620000123977661,0.10400000214576721,0.0867169201374054,0.08166912198066711,0.8316139578819275
talkative,nervous,2,talkative_nervous,2,9.0,0.0,0.0,0.5040000081062317,0.421999990940094,0.07400000095367432,0.08752678334712982,0.08116541057825089,0.8313077688217163
talkative,irritable,2,talkative_irritable,2,9.0,1.0,0.0,0.5099999904632568,0.4059999883174896,0.08399999886751175,0.08720434457063675,0.07846180349588394,0.8343338966369629
talkative,lively,2,talkative_lively,2,9.0,2.0,0.0,0.4519999921321869,0.2460000067949295,0.3019999861717224,0.4254146218299866,0.05410180613398552,0.5204836130142212
talkative,bold,2,talkative_bold,2,9.0,3.0,1.0,0.34599998593330383,0.42399999499320984,0.23000000417232513,0.45517200231552124,0.05387939140200615,0.4909485876560211
talkative,talkative,2,talkative_talkative,2,,,,,,,,,
contempt,satisfaction,3,contempt_satisfaction,2,10.0,0.0,0.0,0.593999981880188,0.2800000011920929,0.12600000202655792,0.05299273878335953,0.45050248503685,0.4965047836303711
contempt,love,3,contempt_love,2,10.0,1.0,0.0,0.7279999852180481,0.1679999977350235,0.10400000214576721,0.08366581052541733,0.08160806447267532,0.834726095199585
contempt,contempt,3,contempt_contempt,2,,,,,,,,,
contempt,disgust,3,contempt_disgust,2,10.0,2.0,0.0,0.49799999594688416,0.3840000033378601,0.11800000071525574,0.08305956423282623,0.08773472160100937,0.8292056918144226
contempt,embarrassment,3,contempt_embarrassment,2,10.0,3.0,0.0,0.5180000066757202,0.3959999978542328,0.0860000029206276,0.08638257533311844,0.08290426433086395,0.830713152885437
disgust,satisfaction,3,disgust_satisfaction,2,11.0,0.0,0.0,0.6539999842643738,0.23000000417232513,0.11599999666213989,0.42811712622642517,0.04810124263167381,0.5237816572189331
disgust,love,3,disgust_love,2,11.0,1.0,0.0,0.7279999852180481,0.10599999874830246,0.16599999368190765,0.7995134592056274,0.09060296416282654,0.10988359153270721
disgust,contempt,3,disgust_contempt,2,11.0,2.0,0.0,0.43799999356269836,0.3959999978542328,0.16599999368190765,0.08390174806118011,0.08702462166547775,0.8290736675262451
disgust,disgust,3,disgust_disgust,2,,,,,,,,,
disgust,embarrassment,3,disgust_embarrassment,2,11.0,3.0,0.0,0.49000000953674316,0.414000004529953,0.09600000083446503,0.08590997755527496,0.08260642737150192,0.8314835429191589
embarrassment,satisfaction,3,embarrassment_satisfaction,2,12.0,0.0,0.0,0.6759999990463257,0.20600000023841858,0.11800000071525574,0.0782332494854927,0.07790450751781464,0.8438621759414673
embarrassment,love,3,embarrassment_love,2,12.0,1.0,0.0,0.6140000224113464,0.3179999887943268,0.06800000369548798,0.05239024758338928,0.4449654519557953,0.5026443004608154
embarrassment,contempt,3,embarrassment_contempt,2,12.0,2.0,1.0,0.4020000100135803,0.49000000953674316,0.1080000028014183,0.08643268048763275,0.08553571999073029,0.8280316591262817
embarrassment,disgust,3,embarrassment_disgust,2,12.0,3.0,1.0,0.4359999895095825,0.49000000953674316,0.07400000095367432,0.08667770028114319,0.08530605584383011,0.8280162811279297
embarrassment,embarrassment,3,embarrassment_embarrassment,2,,,,,,,,,
love,satisfaction,3,love_satisfaction,2,13.0,0.0,1.0,0.15000000596046448,0.4000000059604645,0.44999998807907104,0.43897545337677,0.055514220148324966,0.5055103302001953
love,love,3,love_love,2,,,,,,,,,
love,contempt,3,love_contempt,2,13.0,1.0,0.0,0.6380000114440918,0.23600000143051147,0.12600000202655792,0.053581781685352325,0.4488939940929413,0.49752429127693176
love,disgust,3,love_disgust,2,13.0,2.0,0.0,0.6380000114440918,0.25200000405311584,0.10999999940395355,0.0916321724653244,0.8003166913986206,0.10805115103721619
love,embarrassment,3,love_embarrassment,2,13.0,3.0,0.0,0.5,0.42399999499320984,0.07599999755620956,0.08834007382392883,0.08290207386016846,0.8287578821182251
satisfaction,satisfaction,3,satisfaction_satisfaction,2,,,,,,,,,
satisfaction,love,3,satisfaction_love,2,14.0,0.0,1.0,0.2879999876022339,0.6700000166893005,0.041999999433755875,0.08899831026792526,0.08066161721944809,0.8303400874137878
satisfaction,contempt,3,satisfaction_contempt,2,14.0,1.0,0.0,0.6620000004768372,0.23399999737739563,0.10400000214576721,0.054149553179740906,0.4429260492324829,0.502924382686615
satisfaction,disgust,3,satisfaction_disgust,2,14.0,2.0,0.0,0.6340000033378601,0.24400000274181366,0.12200000137090683,0.07676026225090027,0.07445277273654938,0.8487870097160339
satisfaction,embarrassment,3,satisfaction_embarrassment,2,14.0,3.0,0.0,0.5680000185966492,0.3720000088214874,0.05999999865889549,0.05427735671401024,0.43437865376472473,0.5113440155982971
assertive,confident,1,assertive_confident,3,0.0,0.0,0.0,0.3779999911785126,0.33000001311302185,0.2919999957084656,0.4335319399833679,0.0546344630420208,0.5118336081504822
assertive,grouchy,1,assertive_grouchy,3,0.0,1.0,0.0,0.5120000243186951,0.3779999911785126,0.10999999940395355,0.07878135144710541,0.08046039193868637,0.840758204460144
assertive,sad,1,assertive_sad,3,0.0,2.0,0.0,0.6639999747276306,0.2160000056028366,0.11999999731779099,0.4893862009048462,0.4465867578983307,0.06402695178985596
assertive,assertive,1,assertive_assertive,3,,,,,,,,,
assertive,unrestrained,1,assertive_unrestrained,3,0.0,3.0,0.0,0.4099999964237213,0.45399999618530273,0.13600000739097595,0.08280210942029953,0.0831092968583107,0.8340886235237122
confident,confident,1,confident_confident,3,,,,,,,,,
confident,grouchy,1,confident_grouchy,3,1.0,0.0,0.0,0.6299999952316284,0.22599999606609344,0.14399999380111694,0.47413286566734314,0.45959311723709106,0.0662740096449852
confident,sad,1,confident_sad,3,1.0,1.0,0.0,0.5899999737739563,0.27000001072883606,0.14000000059604645,0.09211821109056473,0.7994458675384521,0.10843594372272491
confident,assertive,1,confident_assertive,3,1.0,2.0,0.0,0.3199999928474426,0.35199999809265137,0.328000009059906,0.43365707993507385,0.05528777092695236,0.5110551714897156
confident,unrestrained,1,confident_unrestrained,3,1.0,3.0,1.0,0.4099999964237213,0.40799999237060547,0.18199999630451202,0.4487847685813904,0.05313313007354736,0.4980820417404175
grouchy,confident,1,grouchy_confident,3,2.0,0.0,0.0,0.5600000023841858,0.28600001335144043,0.15399999916553497,0.43681997060775757,0.048516955226659775,0.5146631002426147
grouchy,grouchy,1,grouchy_grouchy,3,,,,,,,,,
grouchy,sad,1,grouchy_sad,3,2.0,1.0,1.0,0.4519999921321869,0.4659999907016754,0.0820000022649765,0.08510907739400864,0.08570122718811035,0.8291897177696228
grouchy,assertive,1,grouchy_assertive,3,2.0,2.0,0.0,0.47999998927116394,0.3840000033378601,0.13600000739097595,0.08507847785949707,0.07913846522569656,0.8357831239700317
grouchy,unrestrained,1,grouchy_unrestrained,3,2.0,3.0,0.0,0.5659999847412109,0.30399999022483826,0.12999999523162842,0.08481565117835999,0.0819593295454979,0.8332250118255615
sad,confident,1,sad_confident,3,3.0,0.0,0.0,0.5339999794960022,0.26600000262260437,0.20000000298023224,0.4390043616294861,0.05240001529455185,0.5085955858230591
sad,grouchy,1,sad_grouchy,3,3.0,1.0,1.0,0.33799999952316284,0.5199999809265137,0.1420000046491623,0.08231304585933685,0.08583399653434753,0.831852912902832
sad,sad,1,sad_sad,3,,,,,,,,,
sad,assertive,1,sad_assertive,3,3.0,2.0,0.0,0.6460000276565552,0.17399999499320984,0.18000000715255737,0.8002989292144775,0.08860613405704498,0.11109486222267151
sad,unrestrained,1,sad_unrestrained,3,3.0,3.0,0.0,0.4860000014305115,0.39800000190734863,0.11599999666213989,0.05098721385002136,0.43067312240600586,0.5183396339416504
unrestrained,confident,1,unrestrained_confident,3,4.0,0.0,1.0,0.36000001430511475,0.4740000069141388,0.16599999368190765,0.08276769518852234,0.08492207527160645,0.8323102593421936
unrestrained,grouchy,1,unrestrained_grouchy,3,4.0,1.0,0.0,0.5540000200271606,0.2939999997615814,0.15199999511241913,0.08411511033773422,0.07565856724977493,0.8402263522148132
unrestrained,sad,1,unrestrained_sad,3,4.0,2.0,0.0,0.5960000157356262,0.3240000009536743,0.07999999821186066,0.052081555128097534,0.43226566910743713,0.5156527757644653
unrestrained,assertive,1,unrestrained_assertive,3,4.0,3.0,1.0,0.43799999356269836,0.421999990940094,0.14000000059604645,0.08236843347549438,0.08450412005186081,0.8331274390220642
unrestrained,unrestrained,1,unrestrained_unrestrained,3,,,,,,,,,
bold,nervous,2,bold_nervous,3,5.0,0.0,0.0,0.5839999914169312,0.30399999022483826,0.1120000034570694,0.08496302366256714,0.08032425493001938,0.8347128033638
bold,irritable,2,bold_irritable,3,5.0,1.0,0.0,0.5879999995231628,0.3179999887943268,0.09399999678134918,0.05072358623147011,0.4307522773742676,0.5185241103172302
bold,lively,2,bold_lively,3,5.0,2.0,0.0,0.47999998927116394,0.2800000011920929,0.23999999463558197,0.4362855851650238,0.053741589188575745,0.5099728107452393
bold,bold,2,bold_bold,3,,,,,,,,,
bold,talkative,2,bold_talkative,3,5.0,3.0,0.0,0.42800000309944153,0.20000000298023224,0.3720000088214874,0.4349338114261627,0.05482318252325058,0.5102429986000061
irritable,nervous,2,irritable_nervous,3,6.0,0.0,0.0,0.4959999918937683,0.3919999897480011,0.1120000034570694,0.08418109267950058,0.08088608086109161,0.8349328637123108
irritable,irritable,2,irritable_irritable,3,,,,,,,,,
irritable,lively,2,irritable_lively,3,6.0,1.0,0.0,0.6000000238418579,0.26600000262260437,0.1340000033378601,0.08153536170721054,0.07756949216127396,0.8408951163291931
irritable,bold,2,irritable_bold,3,6.0,2.0,0.0,0.5419999957084656,0.34599998593330383,0.1120000034570694,0.08373702317476273,0.08078516274690628,0.8354777693748474
irritable,talkative,2,irritable_talkative,3,6.0,3.0,0.0,0.5019999742507935,0.3619999885559082,0.13600000739097595,0.08404618501663208,0.08409587293863297,0.8318579792976379
lively,nervous,2,lively_nervous,3,7.0,0.0,0.0,0.6039999723434448,0.30399999022483826,0.09200000017881393,0.052552614361047745,0.43736857175827026,0.5100787878036499
lively,irritable,2,lively_irritable,3,7.0,1.0,0.0,0.6340000033378601,0.2680000066757202,0.09799999743700027,0.05235970765352249,0.4244849383831024,0.5231553912162781
lively,lively,2,lively_lively,3,,,,,,,,,
lively,bold,2,lively_bold,3,7.0,2.0,0.0,0.46799999475479126,0.3540000021457672,0.17800000309944153,0.4348451793193817,0.055319808423519135,0.5098350048065186
lively,talkative,2,lively_talkative,3,7.0,3.0,0.0,0.4959999918937683,0.1420000046491623,0.3619999885559082,0.7890966534614563,0.0991625115275383,0.11174077540636063
nervous,nervous,2,nervous_nervous,3,,,,,,,,,
nervous,irritable,2,nervous_irritable,3,8.0,0.0,1.0,0.335999995470047,0.5680000185966492,0.09600000083446503,0.08516229689121246,0.08429345488548279,0.8305442333221436
nervous,lively,2,nervous_lively,3,8.0,1.0,0.0,0.5339999794960022,0.35199999809265137,0.11400000005960464,0.08248607069253922,0.08041075617074966,0.8371032476425171
nervous,bold,2,nervous_bold,3,8.0,2.0,0.0,0.5820000171661377,0.2919999957084656,0.12600000202655792,0.45285525918006897,0.048874810338020325,0.4982699751853943
nervous,talkative,2,nervous_talkative,3,8.0,3.0,0.0,0.44200000166893005,0.414000004529953,0.14399999380111694,0.08659332990646362,0.08200031518936157,0.8314063549041748
talkative,nervous,2,talkative_nervous,3,9.0,0.0,0.0,0.5479999780654907,0.35600000619888306,0.09600000083446503,0.08675416558980942,0.08094681054353714,0.8322990536689758
talkative,irritable,2,talkative_irritable,3,9.0,1.0,0.0,0.5799999833106995,0.3199999928474426,0.10000000149011612,0.05228201299905777,0.44320163130760193,0.5045163035392761
talkative,lively,2,talkative_lively,3,9.0,2.0,0.0,0.4339999854564667,0.3019999861717224,0.2639999985694885,0.4344130754470825,0.05401017516851425,0.5115767121315002
talkative,bold,2,talkative_bold,3,9.0,3.0,1.0,0.3799999952316284,0.42800000309944153,0.19200000166893005,0.08334444463253021,0.08670896291732788,0.8299465775489807
talkative,talkative,2,talkative_talkative,3,,,,,,,,,
contempt,satisfaction,3,contempt_satisfaction,3,10.0,0.0,0.0,0.6740000247955322,0.14399999380111694,0.18199999630451202,0.08173994719982147,0.08111649006605148,0.8371435403823853
contempt,love,3,contempt_love,3,10.0,1.0,0.0,0.7200000286102295,0.07000000029802322,0.20999999344348907,0.42394667863845825,0.05034385994076729,0.5257095098495483
contempt,contempt,3,contempt_contempt,3,,,,,,,,,
contempt,disgust,3,contempt_disgust,3,10.0,2.0,0.0,0.4580000042915344,0.3880000114440918,0.15399999916553497,0.08393310010433197,0.08663026243448257,0.8294366598129272
contempt,embarrassment,3,contempt_embarrassment,3,10.0,3.0,0.0,0.5400000214576721,0.36399999260902405,0.09600000083446503,0.08337865024805069,0.08035241067409515,0.836268961429596
disgust,satisfaction,3,disgust_satisfaction,3,11.0,0.0,0.0,0.6679999828338623,0.13600000739097595,0.19599999487400055,0.7973940968513489,0.09215663373470306,0.11044935137033463
disgust,love,3,disgust_love,3,11.0,1.0,0.0,0.7139999866485596,0.014000000432133675,0.2720000147819519,0.7889700531959534,0.09475859999656677,0.11627136170864105
disgust,contempt,3,disgust_contempt,3,11.0,2.0,0.0,0.46799999475479126,0.4059999883174896,0.12600000202655792,0.08163424581289291,0.08614659309387207,0.8322191834449768
disgust,disgust,3,disgust_disgust,3,,,,,,,,,
disgust,embarrassment,3,disgust_embarrassment,3,11.0,3.0,0.0,0.5360000133514404,0.3479999899864197,0.11599999666213989,0.08203025162220001,0.07976729422807693,0.8382024765014648
embarrassment,satisfaction,3,embarrassment_satisfaction,3,12.0,0.0,0.0,0.6660000085830688,0.14399999380111694,0.1899999976158142,0.7997576594352722,0.09225556254386902,0.10798675566911697
embarrassment,love,3,embarrassment_love,3,12.0,1.0,0.0,0.671999990940094,0.1860000044107437,0.1420000046491623,0.8117811679840088,0.08359909802675247,0.10461977124214172
embarrassment,contempt,3,embarrassment_contempt,3,12.0,2.0,1.0,0.4259999990463257,0.46799999475479126,0.10599999874830246,0.08434373140335083,0.08407002687454224,0.8315862417221069
embarrassment,disgust,3,embarrassment_disgust,3,12.0,3.0,0.0,0.45399999618530273,0.414000004529953,0.13199999928474426,0.08457858860492706,0.08312410861253738,0.8322973251342773
embarrassment,embarrassment,3,embarrassment_embarrassment,3,,,,,,,,,
love,satisfaction,3,love_satisfaction,3,13.0,0.0,1.0,0.2759999930858612,0.44200000166893005,0.28200000524520874,0.4422053396701813,0.054857511073350906,0.5029371976852417
love,love,3,love_love,3,,,,,,,,,
love,contempt,3,love_contempt,3,13.0,1.0,0.0,0.8159999847412109,0.052000001072883606,0.13199999928474426,0.07758045196533203,0.07508347928524017,0.8473360538482666
love,disgust,3,love_disgust,3,13.0,2.0,0.0,0.6639999747276306,0.12600000202655792,0.20999999344348907,0.4597335159778595,0.47288620471954346,0.06738027185201645
love,embarrassment,3,love_embarrassment,3,13.0,3.0,0.0,0.5419999957084656,0.3619999885559082,0.09600000083446503,0.08635585010051727,0.08181888610124588,0.8318251967430115
satisfaction,satisfaction,3,satisfaction_satisfaction,3,,,,,,,,,
satisfaction,love,3,satisfaction_love,3,14.0,0.0,1.0,0.3540000021457672,0.5699999928474426,0.07599999755620956,0.0874691754579544,0.08133335411548615,0.8311975002288818
satisfaction,contempt,3,satisfaction_contempt,3,14.0,1.0,0.0,0.734000027179718,0.09600000083446503,0.17000000178813934,0.08292493969202042,0.07925987243652344,0.8378152251243591
satisfaction,disgust,3,satisfaction_disgust,3,14.0,2.0,0.0,0.6520000100135803,0.1679999977350235,0.18000000715255737,0.7974892854690552,0.08994144201278687,0.11256925761699677
satisfaction,embarrassment,3,satisfaction_embarrassment,3,14.0,3.0,0.0,0.6480000019073486,0.22200000286102295,0.12999999523162842,0.049684491008520126,0.43729981780052185,0.5130156874656677
assertive,confident,1,assertive_confident,4,0.0,0.0,0.0,0.4440000057220459,0.3240000009536743,0.23199999332427979,0.44162625074386597,0.05362134426832199,0.5047523975372314
assertive,grouchy,1,assertive_grouchy,4,0.0,1.0,0.0,0.5440000295639038,0.2919999957084656,0.164000004529953,0.42591869831085205,0.049252357333898544,0.5248289108276367
assertive,sad,1,assertive_sad,4,0.0,2.0,0.0,0.6499999761581421,0.15800000727176666,0.19200000166893005,0.45590269565582275,0.47678735852241516,0.06730993092060089
assertive,assertive,1,assertive_assertive,4,,,,,,,,,
assertive,unrestrained,1,assertive_unrestrained,4,0.0,3.0,0.0,0.5559999942779541,0.28600001335144043,0.15800000727176666,0.08196897059679031,0.08141926676034927,0.8366117477416992
confident,confident,1,confident_confident,4,,,,,,,,,
confident,grouchy,1,confident_grouchy,4,1.0,0.0,0.0,0.6819999814033508,0.12999999523162842,0.18799999356269836,0.7967424988746643,0.08870767802000046,0.11454983800649643
confident,sad,1,confident_sad,4,1.0,1.0,0.0,0.6340000033378601,0.14800000190734863,0.21799999475479126,0.46704211831092834,0.4650937020778656,0.06786420941352844
confident,assertive,1,confident_assertive,4,1.0,2.0,0.0,0.47999998927116394,0.31200000643730164,0.20800000429153442,0.43698230385780334,0.05477665737271309,0.5082409977912903
confident,unrestrained,1,confident_unrestrained,4,1.0,3.0,0.0,0.4320000112056732,0.38999998569488525,0.17800000309944153,0.07987280935049057,0.08370508998632431,0.8364221453666687
grouchy,confident,1,grouchy_confident,4,2.0,0.0,0.0,0.6420000195503235,0.17800000309944153,0.18000000715255737,0.7984920144081116,0.09198591858148575,0.10952204465866089
grouchy,grouchy,1,grouchy_grouchy,4,,,,,,,,,
grouchy,sad,1,grouchy_sad,4,2.0,1.0,0.0,0.44600000977516174,0.40799999237060547,0.1459999978542328,0.08377955853939056,0.08388517796993256,0.8323352932929993
grouchy,assertive,1,grouchy_assertive,4,2.0,2.0,0.0,0.5059999823570251,0.37400001287460327,0.11999999731779099,0.08359164744615555,0.07750456035137177,0.8389037251472473
grouchy,unrestrained,1,grouchy_unrestrained,4,2.0,3.0,0.0,0.5860000252723694,0.27799999713897705,0.13600000739097595,0.0822022333741188,0.08040762692689896,0.8373901844024658
sad,confident,1,sad_confident,4,3.0,0.0,0.0,0.47600001096725464,0.16200000047683716,0.3619999885559082,0.7978420853614807,0.0961952954530716,0.10596264153718948
sad,grouchy,1,sad_grouchy,4,3.0,1.0,0.0,0.4860000014305115,0.39800000190734863,0.11599999666213989,0.08028934895992279,0.0836271271109581,0.8360834717750549
sad,sad,1,sad_sad,4,,,,,,,,,
sad,assertive,1,sad_assertive,4,3.0,2.0,0.0,0.6399999856948853,0.0560000017285347,0.30399999022483826,0.7915793061256409,0.09236729890108109,0.11605336517095566
sad,unrestrained,1,sad_unrestrained,4,3.0,3.0,0.0,0.5519999861717224,0.2879999876022339,0.1599999964237213,0.4742812216281891,0.45912113785743713,0.06659761071205139
unrestrained,confident,1,unrestrained_confident,4,4.0,0.0,0.0,0.4320000112056732,0.421999990940094,0.1459999978542328,0.08325978368520737,0.0827011838555336,0.834039032459259
unrestrained,grouchy,1,unrestrained_grouchy,4,4.0,1.0,0.0,0.5740000009536743,0.25600001215934753,0.17000000178813934,0.483344703912735,0.45346999168395996,0.06318527460098267
unrestrained,sad,1,unrestrained_sad,4,4.0,2.0,0.0,0.5559999942779541,0.2919999957084656,0.15199999511241913,0.48521992564201355,0.4505707919597626,0.06420924514532089
unrestrained,assertive,1,unrestrained_assertive,4,4.0,3.0,0.0,0.4740000069141388,0.3919999897480011,0.1340000033378601,0.07997120171785355,0.0832284465432167,0.8368003368377686
unrestrained,unrestrained,1,unrestrained_unrestrained,4,,,,,,,,,
bold,nervous,2,bold_nervous,4,5.0,0.0,0.0,0.5699999928474426,0.2759999930858612,0.15399999916553497,0.08098326623439789,0.0792420506477356,0.8397746682167053
bold,irritable,2,bold_irritable,4,5.0,1.0,0.0,0.6159999966621399,0.23999999463558197,0.14399999380111694,0.46354928612709045,0.47098466753959656,0.06546600908041
bold,lively,2,bold_lively,4,5.0,2.0,0.0,0.4620000123977661,0.3240000009536743,0.21400000154972076,0.44203975796699524,0.0526546984910965,0.5053055882453918
bold,bold,2,bold_bold,4,,,,,,,,,
bold,talkative,2,bold_talkative,4,5.0,3.0,0.0,0.42800000309944153,0.2939999997615814,0.27799999713897705,0.43850812315940857,0.054037269204854965,0.5074545741081238
irritable,nervous,2,irritable_nervous,4,6.0,0.0,0.0,0.5360000133514404,0.3140000104904175,0.15000000596046448,0.08152713626623154,0.07872863113880157,0.8397442102432251
irritable,irritable,2,irritable_irritable,4,,,,,,,,,
irritable,lively,2,irritable_lively,4,6.0,1.0,0.0,0.6019999980926514,0.23800000548362732,0.1599999964237213,0.43846794962882996,0.049999020993709564,0.5115330219268799
irritable,bold,2,irritable_bold,4,6.0,2.0,0.0,0.5040000081062317,0.35199999809265137,0.14399999380111694,0.07972564548254013,0.07896208018064499,0.8413122892379761
irritable,talkative,2,irritable_talkative,4,6.0,3.0,0.0,0.4699999988079071,0.29600000381469727,0.23399999737739563,0.446342408657074,0.05210946127772331,0.5015481114387512
